cadence,calories,distance,enhanced_speed,gps_accuracy,left_pedal_smoothness,left_torque_effectiveness,position_lat,position_long,power,right_pedal_smoothness,right_torque_effectiveness,speed,timestamp,battery_soc,heart_rate,left_right_balance,temperature,altitude,ascent,descent,enhanced_altitude,grade,year,month,day,hour,wind_speed,wind_direction
92,70,2946.58,10.876,2,17.0,62.0,50.5380265,-84.8199391,242,20.0,73.5,10.876,2023-05-16 13:43:30,,169.0,31.0,22.0,-23.600000000000023,15.0,18.0,-23.600000000000023,-0.69,2023,5,16,13,4.46,16.0
90,70,2957.32,10.665,2,17.5,74.5,50.5380723,-84.820076,232,15.5,58.5,10.665,2023-05-16 13:43:31,,169.0,49.0,22.0,-23.19999999999999,15.0,18.0,-23.19999999999999,-0.71,2023,5,16,13,4.46,16.0
90,70,2967.91,10.534,2,23.0,86.5,50.5381262,-84.8202109,275,21.0,72.5,10.534,2023-05-16 13:43:32,,169.0,54.0,22.0,-22.600000000000023,15.0,18.0,-22.600000000000023,-0.57,2023,5,16,13,4.46,16.0
92,71,2978.81,10.569,2,27.0,90.5,50.5381948,-84.8203396,330,27.5,92.5,10.569,2023-05-16 13:43:33,,169.0,55.0,22.0,-22.399999999999977,15.0,18.0,-22.399999999999977,-0.14,2023,5,16,13,4.46,16.0
94,71,2989.59,10.819,2,25.0,88.0,50.5382673,-84.8204666,425,28.5,96.0,10.819,2023-05-16 13:43:34,,169.0,57.0,22.0,-22.399999999999977,16.0,18.0,-22.399999999999977,0.41,2023,5,16,13,4.46,16.0
95,71,3000.81,10.97,2,31.0,97.5,50.5383535,-84.8205851,457,30.5,98.5,10.97,2023-05-16 13:43:35,,169.0,59.0,22.0,-22.600000000000023,16.0,18.0,-22.600000000000023,0.89,2023,5,16,13,4.46,16.0
96,72,3011.91,11.079,2,29.0,95.5,50.538436,-84.8206951,469,28.5,98.0,11.079,2023-05-16 13:43:36,,169.0,52.0,22.0,-22.600000000000023,17.0,18.0,-22.600000000000023,1.23,2023,5,16,13,4.46,16.0
97,72,3023.05,11.176,2,25.0,90.0,50.538518,-84.8208134,413,27.5,97.5,11.176,2023-05-16 13:43:37,,169.0,48.0,22.0,-22.80000000000001,17.0,18.0,-22.80000000000001,0.75,2023,5,16,13,4.46,16.0
97,73,3033.65,10.704,3,22.5,82.5,50.5385943,-84.8209212,351,27.0,95.5,10.704,2023-05-16 13:43:38,,168.0,50.0,22.0,-23.0,17.0,18.0,-23.0,0.0,2023,5,16,13,4.46,16.0
95,73,3044.42,10.59,3,24.5,86.0,50.538672,-84.8210398,263,23.5,85.0,10.59,2023-05-16 13:43:39,,168.0,56.0,22.0,-23.0,17.0,18.0,-23.0,0.0,2023,5,16,13,4.46,16.0
95,73,3054.84,10.351,3,30.5,96.0,50.5387362,-84.8211676,279,23.5,85.0,10.351,2023-05-16 13:43:40,,168.0,57.0,22.0,-22.80000000000001,17.0,18.0,-22.80000000000001,0.0,2023,5,16,13,4.46,16.0
95,73,3065.69,10.731,3,30.0,93.0,50.5388092,-84.8212865,319,24.0,86.5,10.731,2023-05-16 13:43:41,,168.0,56.0,22.0,-23.0,17.0,18.0,-23.0,0.0,2023,5,16,13,4.46,16.0
94,74,3076.49,10.723,3,25.0,82.5,50.5388863,-84.8214045,323,24.5,88.5,10.723,2023-05-16 13:43:42,,168.0,54.0,22.0,-23.0,17.0,19.0,-23.0,-0.3,2023,5,16,13,4.46,16.0
81,74,3086.94,9.704,3,21.5,75.0,50.5389593,-84.8215141,279,24.0,89.0,9.704,2023-05-16 13:43:43,,168.0,50.0,22.0,-23.0,17.0,19.0,-23.0,-0.37,2023,5,16,13,4.46,16.0
63,74,3097.32,9.914,3,29.5,80.5,50.5390315,-84.8216402,239,22.5,83.5,9.914,2023-05-16 13:43:44,,167.0,42.0,22.0,-23.0,17.0,19.0,-23.0,0.0,2023,5,16,13,4.46,16.0
44,74,3107.11,9.408,3,37.0,86.0,50.5390907,-84.8217493,198,20.5,77.5,9.408,2023-05-16 13:43:45,,167.0,33.0,22.0,-22.80000000000001,17.0,19.0,-22.80000000000001,0.0,2023,5,16,13,4.46,16.0
29,74,3116.47,8.755,3,44.5,91.5,50.5391548,-84.8218594,145,18.5,71.5,8.755,2023-05-16 13:43:46,,167.0,25.0,22.0,-22.80000000000001,17.0,19.0,-22.80000000000001,0.0,2023,5,16,13,4.46,16.0
23,74,3124.43,7.148,3,46.5,92.5,50.539214,-84.8219417,133,18.5,71.0,7.148,2023-05-16 13:43:47,,167.0,17.0,22.0,-22.600000000000023,17.0,19.0,-22.600000000000023,0.0,2023,5,16,13,4.46,16.0
16,74,3129.92,5.315,3,38.5,86.5,50.5392691,-84.8219702,121,21.0,78.0,5.315,2023-05-16 13:43:48,,168.0,40.0,21.0,-22.399999999999977,17.0,19.0,-22.399999999999977,0.0,2023,5,16,13,4.46,16.0
66,75,3136.28,6.468,3,30.5,80.0,50.5393371,-84.8219885,104,24.0,85.0,6.468,2023-05-16 13:43:49,,167.0,97.0,21.0,-22.19999999999999,17.0,19.0,-22.19999999999999,0.32,2023,5,16,13,4.46,16.0
91,75,3144.22,7.42,3,23.0,73.5,50.5394231,-84.8219797,149,26.5,92.5,7.42,2023-05-16 13:43:50,,167.0,73.0,21.0,-22.19999999999999,17.0,19.0,-22.19999999999999,0.86,2023,5,16,13,4.46,16.0
95,75,3152.3,8.064,3,18.0,64.5,50.5395066,-84.8219709,182,28.5,95.5,8.064,2023-05-16 13:43:51,,167.0,50.0,21.0,-22.399999999999977,17.0,19.0,-22.399999999999977,1.09,2023,5,16,13,4.46,16.0
92,75,3161.74,8.541,3,18.0,66.0,50.5396099,-84.8219525,194,26.0,88.0,8.541,2023-05-16 13:43:52,,167.0,50.0,21.0,-22.399999999999977,17.0,19.0,-22.399999999999977,0.66,2023,5,16,13,4.46,16.0
86,75,3170.34,7.932,3,22.5,82.0,50.539701,-84.8219343,182,20.0,73.0,7.932,2023-05-16 13:43:53,,167.0,54.0,21.0,-22.399999999999977,17.0,19.0,-22.399999999999977,0.0,2023,5,16,13,4.46,16.0
85,76,3177.91,7.629,3,23.0,80.0,50.5397821,-84.8219252,215,25.0,90.0,7.629,2023-05-16 13:43:54,,167.0,48.0,21.0,-22.399999999999977,17.0,19.0,-22.399999999999977,0.0,2023,5,16,13,4.46,16.0
85,76,3186.33,7.905,3,21.0,78.0,50.5398691,-84.821907,223,23.0,81.0,7.905,2023-05-16 13:43:55,,167.0,52.0,21.0,-22.399999999999977,17.0,19.0,-22.399999999999977,0.0,2023,5,16,13,4.46,16.0
84,76,3194.54,8.039,3,20.0,75.5,50.5399602,-84.8218897,185,21.0,74.0,8.039,2023-05-16 13:43:56,,167.0,47.0,21.0,-22.19999999999999,17.0,19.0,-22.19999999999999,0.0,2023,5,16,13,4.46,16.0
67,76,3203.06,7.773,3,19.5,73.5,50.5400503,-84.8218797,150,21.0,74.0,7.773,2023-05-16 13:43:57,,167.0,,21.0,-22.0,17.0,19.0,-22.0,0.0,2023,5,16,13,4.46,16.0
41,76,3210.73,7.496,3,19.5,71.0,50.5401308,-84.8218708,117,21.0,74.0,7.496,2023-05-16 13:43:58,,166.0,,21.0,-22.0,17.0,19.0,-22.0,0.0,2023,5,16,13,4.46,16.0
15,76,3219.6,7.471,3,19.5,69.0,50.5402236,-84.8218436,85,21.0,74.0,7.471,2023-05-16 13:43:59,,166.0,,21.0,-21.80000000000001,17.0,19.0,-21.80000000000001,0.0,2023,5,16,13,4.46,16.0
0,76,3225.33,6.731,3,19.0,67.0,50.5402835,-84.8218198,0,21.0,74.0,6.731,2023-05-16 13:44:00,,166.0,,21.0,-21.600000000000023,17.0,19.0,-21.600000000000023,0.39,2023,5,16,13,4.46,16.0
0,76,3231.14,5.075,3,,,50.540342,-84.8217982,0,,,5.075,2023-05-16 13:44:01,,166.0,,21.0,-21.600000000000023,18.0,19.0,-21.600000000000023,1.0,2023,5,16,13,4.46,16.0
0,76,3236.09,4.715,3,,,50.5403933,-84.8217795,0,,,4.715,2023-05-16 13:44:02,,166.0,,21.0,-21.399999999999977,18.0,19.0,-21.399999999999977,1.27,2023,5,16,13,4.46,16.0
0,76,3241.67,5.45,3,,,50.5404524,-84.8217703,0,,,5.45,2023-05-16 13:44:03,,166.0,,21.0,-21.399999999999977,18.0,19.0,-21.399999999999977,1.48,2023,5,16,13,4.46,16.0
0,76,3247.39,5.648,3,,,50.5405158,-84.8217702,0,,,5.648,2023-05-16 13:44:04,,166.0,,21.0,-21.399999999999977,18.0,19.0,-21.399999999999977,1.62,2023,5,16,13,4.46,16.0
0,76,3253.28,5.841,3,,,50.540579,-84.8217791,0,,,5.841,2023-05-16 13:44:05,,167.0,,21.0,-21.399999999999977,18.0,19.0,-21.399999999999977,1.64,2023,5,16,13,4.46,16.0
0,76,3259.36,6.031,3,,,50.5406425,-84.8217793,0,,,6.031,2023-05-16 13:44:06,,167.0,,21.0,-21.399999999999977,18.0,19.0,-21.399999999999977,1.5,2023,5,16,13,4.46,16.0
0,76,3264.19,5.18,3,,,50.5406971,-84.8217793,0,,,5.18,2023-05-16 13:44:07,,167.0,,21.0,-21.19999999999999,18.0,19.0,-21.19999999999999,0.76,2023,5,16,13,4.46,16.0
0,76,3266.86,3.258,3,,,50.5407253,-84.8217793,0,,,3.258,2023-05-16 13:44:08,,167.0,,21.0,-21.19999999999999,18.0,19.0,-21.19999999999999,0.0,2023,5,16,13,4.46,16.0
0,76,3268.58,2.09,3,,,50.540744,-84.8217793,0,,,2.09,2023-05-16 13:44:09,,167.0,,21.0,-21.0,18.0,19.0,-21.0,0.0,2023,5,16,13,4.46,16.0
