distance,enhanced_speed,gps_accuracy,position_lat,position_long,speed,timestamp,altitude,ascent,battery_soc,cadence,calories,descent,enhanced_altitude,grade,power,left_pedal_smoothness,left_right_balance,left_torque_effectiveness,right_pedal_smoothness,right_torque_effectiveness,temperature,year,month,day,hour,wind_speed,wind_direction
3113.71,8.415,3,50.5256753,-84.7773747,8.415,2022-08-23 21:12:18,25.399999999999977,3.0,,101.0,91.0,7.0,25.399999999999977,0.0,201.0,20.5,40.0,71.0,27.5,91.0,22.0,2022,8,23,21,2.12,172.0
3122.41,8.635,3,50.5256478,-84.7772527,8.635,2022-08-23 21:12:19,25.399999999999977,3.0,,100.0,91.0,7.0,25.399999999999977,0.0,171.0,17.0,37.0,58.5,23.0,82.0,22.0,2022,8,23,21,2.12,172.0
3130.61,8.44,3,50.525621,-84.7771423,8.44,2022-08-23 21:12:20,25.399999999999977,3.0,,89.0,91.0,7.0,25.399999999999977,0.0,145.0,12.0,38.0,54.5,16.5,77.0,22.0,2022,8,23,21,2.12,172.0
3138.66,8.153,3,50.5255937,-84.7770331,8.153,2022-08-23 21:12:21,25.399999999999977,3.0,,67.0,91.0,7.0,25.399999999999977,0.0,121.0,6.5,25.0,56.0,8.5,75.5,22.0,2022,8,23,21,2.12,172.0
3146.28,7.716,3,50.5255692,-84.7769291,7.716,2022-08-23 21:12:22,25.399999999999977,3.0,,76.0,91.0,7.0,25.399999999999977,0.0,66.0,0.5,6.0,57.0,0.5,73.5,22.0,2022,8,23,21,2.12,172.0
3153.61,7.445,3,50.5255496,-84.7768235,7.445,2022-08-23 21:12:23,25.600000000000023,3.0,,87.0,92.0,7.0,25.600000000000023,0.0,60.0,11.5,44.0,58.0,0.0,71.5,22.0,2022,8,23,21,2.12,172.0
3160.69,7.175,3,50.5255285,-84.7767268,7.175,2022-08-23 21:12:24,25.600000000000023,3.0,,92.0,92.0,7.0,25.600000000000023,0.0,82.0,16.5,45.0,60.5,10.5,69.5,22.0,2022,8,23,21,2.12,172.0
3167.67,7.049,3,50.5255147,-84.7766292,7.049,2022-08-23 21:12:25,25.600000000000023,3.0,,92.0,92.0,7.0,25.600000000000023,0.0,133.0,20.0,54.0,72.0,20.0,68.0,22.0,2022,8,23,21,2.12,172.0
3175.15,7.379,3,50.5254966,-84.7765237,7.379,2022-08-23 21:12:26,25.399999999999977,3.0,,93.0,92.0,7.0,25.399999999999977,0.0,158.0,26.0,55.0,91.0,20.5,68.0,22.0,2022,8,23,21,2.12,172.0
3182.82,7.54,3,50.5254767,-84.7764136,7.54,2022-08-23 21:12:27,25.399999999999977,3.0,,95.0,92.0,7.0,25.399999999999977,0.0,243.0,24.5,43.0,85.5,22.0,73.0,22.0,2022,8,23,21,2.12,172.0
3190.07,7.368,3,50.5254559,-84.7763121,7.368,2022-08-23 21:12:28,25.399999999999977,3.0,,96.0,93.0,7.0,25.399999999999977,0.0,256.0,23.0,51.0,80.5,23.5,78.5,22.0,2022,8,23,21,2.12,172.0
3197.11,7.184,3,50.5254339,-84.7762154,7.184,2022-08-23 21:12:29,25.600000000000023,3.0,,96.0,93.0,7.0,25.600000000000023,0.0,235.0,21.0,53.0,74.0,22.0,74.5,22.0,2022,8,23,21,2.12,172.0
3205.04,7.688,3,50.5254104,-84.7761063,7.688,2022-08-23 21:12:30,25.600000000000023,3.0,,96.0,93.0,7.0,25.600000000000023,0.0,186.0,19.5,54.0,69.5,19.5,68.5,22.0,2022,8,23,21,2.12,172.0
3212.63,7.604,3,50.5253843,-84.7760013,7.604,2022-08-23 21:12:31,25.600000000000023,3.0,,95.0,93.0,7.0,25.600000000000023,0.0,161.0,19.0,55.0,68.0,19.0,65.5,22.0,2022,8,23,21,2.12,172.0
3219.87,7.337,3,50.5253691,-84.7759009,7.337,2022-08-23 21:12:32,25.600000000000023,3.0,,94.0,93.0,7.0,25.600000000000023,0.0,148.0,18.0,57.0,66.5,18.0,62.5,22.0,2022,8,23,21,2.12,172.0
3227.29,7.431,3,50.5253542,-84.7757964,7.431,2022-08-23 21:12:33,25.399999999999977,3.0,,93.0,93.0,7.0,25.399999999999977,0.0,148.0,17.5,58.0,68.5,17.5,61.5,22.0,2022,8,23,21,2.12,172.0
3236.15,8.51,3,50.5253272,-84.77567,8.51,2022-08-23 21:12:34,25.600000000000023,3.0,,82.0,94.0,7.0,25.600000000000023,0.0,146.0,19.0,54.0,69.5,17.5,62.5,22.0,2022,8,23,21,2.12,172.0
3243.92,8.006,3,50.5252983,-84.775563,8.006,2022-08-23 21:12:35,25.600000000000023,3.0,,57.0,94.0,7.0,25.600000000000023,0.0,135.0,20.0,53.0,69.5,18.0,64.5,22.0,2022,8,23,21,2.12,172.0
3250.6,6.951,3,50.5252706,-84.7754766,6.951,2022-08-23 21:12:36,25.600000000000023,3.0,,33.0,94.0,7.0,25.600000000000023,0.0,124.0,20.0,52.0,70.0,18.5,66.5,22.0,2022,8,23,21,2.12,172.0
3256.82,6.442,3,50.5252463,-84.7753948,6.442,2022-08-23 21:12:37,25.600000000000023,3.0,,8.0,94.0,7.0,25.600000000000023,0.0,113.0,20.5,52.0,70.0,19.0,68.0,22.0,2022,8,23,21,2.12,172.0
3263.23,6.342,3,50.5252233,-84.7753057,6.342,2022-08-23 21:12:38,25.799999999999955,3.0,,0.0,94.0,7.0,25.799999999999955,0.0,0.0,20.5,51.0,70.5,19.5,70.0,22.0,2022,8,23,21,2.12,172.0
3269.59,6.379,3,50.5252006,-84.7752152,6.379,2022-08-23 21:12:39,25.799999999999955,3.0,,0.0,94.0,7.0,25.799999999999955,0.0,0.0,20.5,50.0,70.5,20.0,71.5,22.0,2022,8,23,21,2.12,172.0
3275.33,5.887,3,50.5251809,-84.7751362,5.887,2022-08-23 21:12:40,25.799999999999955,3.0,,0.0,94.0,7.0,25.799999999999955,0.0,0.0,20.5,50.0,71.0,21.0,73.0,22.0,2022,8,23,21,2.12,172.0
3280.68,5.497,3,50.5251719,-84.7750641,5.497,2022-08-23 21:12:41,25.799999999999955,3.0,,0.0,94.0,7.0,25.799999999999955,0.0,0.0,20.5,49.0,71.0,21.5,75.0,22.0,2022,8,23,21,2.12,172.0
3286.51,5.811,3,50.5251645,-84.7749807,5.811,2022-08-23 21:12:42,25.799999999999955,3.0,,18.0,94.0,7.0,25.799999999999955,0.0,7.0,21.0,49.0,71.5,22.0,76.5,22.0,2022,8,23,21,2.12,172.0
3292.61,6.011,3,50.5251672,-84.7748892,6.011,2022-08-23 21:12:43,25.799999999999955,3.0,,76.0,94.0,7.0,25.799999999999955,0.0,100.0,21.0,48.0,71.5,22.5,78.0,22.0,2022,8,23,21,2.12,172.0
3298.86,6.173,3,50.5251823,-84.7748035,6.173,2022-08-23 21:12:44,25.799999999999955,3.0,,86.0,94.0,7.0,25.799999999999955,0.0,296.0,21.0,41.0,72.0,23.0,80.0,22.0,2022,8,23,21,2.12,172.0
3305.35,6.36,3,50.5252188,-84.774727,6.36,2022-08-23 21:12:45,25.799999999999955,3.0,,93.0,95.0,7.0,25.799999999999955,0.0,446.0,21.0,39.0,72.0,24.0,81.5,22.0,2022,8,23,21,2.12,172.0
3312.19,7.276,3,50.52527,-84.7746547,7.276,2022-08-23 21:12:46,25.600000000000023,3.0,,97.0,95.0,7.0,25.600000000000023,0.0,420.0,21.0,47.0,72.5,24.5,83.0,22.0,2022,8,23,21,2.12,172.0
3319.52,7.939,3,50.5253333,-84.7745941,7.939,2022-08-23 21:12:47,25.600000000000023,3.0,,99.0,96.0,7.0,25.600000000000023,0.0,375.0,21.5,49.0,72.5,25.0,85.0,22.0,2022,8,23,21,2.12,172.0
3327.23,7.604,3,50.5254061,-84.7745383,7.604,2022-08-23 21:12:48,25.399999999999977,3.0,,102.0,96.0,7.0,25.399999999999977,0.0,291.0,21.5,50.0,73.0,25.5,86.5,22.0,2022,8,23,21,2.12,172.0
3334.68,7.275,3,50.5254771,-84.774489,7.275,2022-08-23 21:12:49,25.399999999999977,3.0,,104.0,96.0,7.0,25.399999999999977,0.0,251.0,21.5,51.0,75.0,24.0,83.5,22.0,2022,8,23,21,2.12,172.0
3341.7,7.229,3,50.5255469,-84.7744506,7.229,2022-08-23 21:12:50,25.399999999999977,3.0,,104.0,96.0,7.0,25.399999999999977,0.0,231.0,21.5,48.0,79.5,21.0,76.5,22.0,2022,8,23,21,2.12,172.0
3349.04,7.633,3,50.5256163,-84.7744023,7.633,2022-08-23 21:12:51,25.399999999999977,3.0,,101.0,97.0,7.0,25.399999999999977,0.0,286.0,24.5,41.0,84.0,23.0,79.5,22.0,2022,8,23,21,2.12,172.0
3356.75,8.105,3,50.5256946,-84.7743594,8.105,2022-08-23 21:12:52,25.399999999999977,3.0,,102.0,97.0,7.0,25.399999999999977,0.0,316.0,22.0,40.0,80.5,23.0,79.5,22.0,2022,8,23,21,2.12,172.0
3364.72,8.434,3,50.5257757,-84.7743234,8.434,2022-08-23 21:12:53,25.200000000000045,3.0,,103.0,97.0,7.0,25.200000000000045,0.0,268.0,19.5,43.0,75.5,22.5,81.0,22.0,2022,8,23,21,2.12,172.0
3373.11,8.606,3,50.52586,-84.7742872,8.606,2022-08-23 21:12:54,25.200000000000045,3.0,,103.0,97.0,7.0,25.200000000000045,0.0,251.0,19.0,45.0,73.5,22.5,81.0,22.0,2022,8,23,21,2.12,172.0
3381.66,8.659,3,50.5259444,-84.7742443,8.659,2022-08-23 21:12:55,25.399999999999977,3.0,,103.0,98.0,7.0,25.399999999999977,0.0,239.0,20.5,50.0,76.0,22.0,79.0,22.0,2022,8,23,21,2.12,172.0
3390.27,8.478,3,50.5260135,-84.774163,8.478,2022-08-23 21:12:56,25.399999999999977,3.0,,103.0,98.0,7.0,25.399999999999977,0.0,238.0,22.0,54.0,79.0,21.5,77.0,22.0,2022,8,23,21,2.12,172.0
3398.62,8.556,3,50.5260803,-84.7740809,8.556,2022-08-23 21:12:57,25.399999999999977,3.0,,103.0,98.0,7.0,25.399999999999977,0.0,237.0,22.0,45.0,75.5,22.0,77.5,22.0,2022,8,23,21,2.12,172.0
3408.08,8.663,3,50.526143,-84.7739771,8.663,2022-08-23 21:12:58,25.399999999999977,3.0,,103.0,98.0,7.0,25.399999999999977,0.0,232.0,23.0,47.0,75.0,21.5,78.5,22.0,2022,8,23,21,2.12,172.0
3417.0,8.514,3,50.5262078,-84.7738837,8.514,2022-08-23 21:12:59,25.399999999999977,3.0,,103.0,99.0,7.0,25.399999999999977,0.0,224.0,23.5,47.0,76.0,21.5,79.5,22.0,2022,8,23,21,2.12,172.0
3425.23,8.427,3,50.5262852,-84.7738259,8.427,2022-08-23 21:13:00,25.399999999999977,3.0,,103.0,99.0,7.0,25.399999999999977,0.0,233.0,22.5,47.0,77.5,21.5,80.0,22.0,2022,8,23,21,2.12,172.0
3433.42,8.557,3,50.5263637,-84.7737686,8.557,2022-08-23 21:13:01,25.200000000000045,3.0,,103.0,99.0,7.0,25.200000000000045,0.0,242.0,19.5,47.0,83.5,21.5,82.0,22.0,2022,8,23,21,2.12,172.0
3441.96,8.696,3,50.5264473,-84.7737168,8.696,2022-08-23 21:13:02,25.200000000000045,3.0,,103.0,99.0,7.0,25.200000000000045,0.0,251.0,22.0,47.0,81.5,22.0,83.5,22.0,2022,8,23,21,2.12,172.0
3450.46,8.518,3,50.5265281,-84.773665,8.518,2022-08-23 21:13:03,25.200000000000045,3.0,,103.0,100.0,7.0,25.200000000000045,0.0,251.0,22.5,49.0,80.0,23.0,81.0,22.0,2022,8,23,21,2.12,172.0
3458.94,8.432,3,50.5266117,-84.7736164,8.432,2022-08-23 21:13:04,25.200000000000045,3.0,,104.0,100.0,7.0,25.200000000000045,0.0,245.0,22.0,50.0,79.5,23.5,79.0,22.0,2022,8,23,21,2.12,172.0
3467.47,8.585,3,50.5266954,-84.7735646,8.585,2022-08-23 21:13:05,25.200000000000045,3.0,,104.0,100.0,7.0,25.200000000000045,0.0,239.0,21.0,50.0,80.0,23.5,79.5,22.0,2022,8,23,21,2.12,172.0
3475.91,8.644,3,50.5267764,-84.7735106,8.644,2022-08-23 21:13:06,25.0,3.0,,104.0,100.0,7.0,25.0,0.0,261.0,22.5,49.0,82.0,24.0,81.0,22.0,2022,8,23,21,2.12,172.0
3484.7,8.624,3,50.5268594,-84.7734553,8.624,2022-08-23 21:13:07,25.0,3.0,,104.0,101.0,7.0,25.0,0.0,277.0,23.5,47.0,84.0,24.5,82.5,22.0,2022,8,23,21,2.12,172.0
3493.12,8.606,3,50.5269426,-84.7734077,8.606,2022-08-23 21:13:08,25.0,3.0,,104.0,101.0,7.0,25.0,0.0,291.0,24.5,47.0,86.0,25.0,84.0,22.0,2022,8,23,21,2.12,172.0
3501.9,8.396,3,50.5270306,-84.7733614,8.396,2022-08-23 21:13:09,25.0,3.0,,103.0,101.0,7.0,25.0,0.0,299.0,24.5,49.0,85.0,25.0,86.5,22.0,2022,8,23,21,2.12,172.0
