distance,enhanced_speed,gps_accuracy,position_lat,position_long,speed,timestamp,altitude,ascent,battery_soc,descent,enhanced_altitude,grade,cadence,calories,left_pedal_smoothness,left_right_balance,left_torque_effectiveness,power,right_pedal_smoothness,right_torque_effectiveness,temperature,year,month,day,hour,wind_speed,wind_direction
1049.93,8.941,3,50.5191794,-84.8093193,8.941,2023-04-24 23:42:02,55.200000000000045,5.0,,13.0,55.200000000000045,0.0,86.0,28.0,27.0,49.0,96.5,318.0,26.0,95.5,12.0,2023,4,24,23,2.37,28.0
1059.32,9.296,3,50.5190837,-84.8092667,9.296,2023-04-24 23:42:03,55.200000000000045,5.0,,13.0,55.200000000000045,0.0,86.0,28.0,28.5,51.0,97.5,324.0,30.5,98.0,12.0,2023,4,24,23,2.37,28.0
1070.2,10.495,3,50.5189695,-84.809226,10.495,2023-04-24 23:42:04,55.39999999999998,5.0,,13.0,55.39999999999998,0.0,86.0,29.0,28.5,53.0,96.5,320.0,30.5,98.5,12.0,2023,4,24,23,2.37,28.0
1079.26,9.608,3,50.5188788,-84.8091906,9.608,2023-04-24 23:42:05,55.39999999999998,5.0,,13.0,55.39999999999998,0.0,86.0,29.0,27.0,53.0,94.5,307.0,26.5,96.0,12.0,2023,4,24,23,2.37,28.0
1088.08,8.92,3,50.5187907,-84.8091465,8.92,2023-04-24 23:42:06,55.60000000000002,5.0,,13.0,55.60000000000002,0.0,86.0,29.0,24.5,53.0,93.0,297.0,25.5,94.5,12.0,2023,4,24,23,2.37,28.0
1096.54,8.618,3,50.5187046,-84.8091082,8.618,2023-04-24 23:42:07,55.60000000000002,5.0,,13.0,55.60000000000002,0.0,87.0,29.0,24.0,52.0,87.5,278.0,26.0,92.5,12.0,2023,4,24,23,2.37,28.0
1106.53,9.617,3,50.5185999,-84.8090645,9.617,2023-04-24 23:42:08,55.39999999999998,5.0,,13.0,55.39999999999998,0.0,87.0,30.0,22.5,51.0,82.0,257.0,26.0,91.5,12.0,2023,4,24,23,2.37,28.0
1116.72,10.054,3,50.5184943,-84.8090261,10.054,2023-04-24 23:42:09,55.39999999999998,5.0,,13.0,55.39999999999998,0.0,87.0,30.0,20.5,51.0,75.0,225.0,25.5,90.0,12.0,2023,4,24,23,2.37,28.0
1126.24,9.541,3,50.5183961,-84.8089895,9.541,2023-04-24 23:42:10,55.39999999999998,5.0,,13.0,55.39999999999998,0.0,85.0,30.0,18.5,52.0,66.5,203.0,23.0,85.0,12.0,2023,4,24,23,2.37,28.0
1134.94,8.969,3,50.5183083,-84.8089462,8.969,2023-04-24 23:42:11,55.200000000000045,5.0,,13.0,55.200000000000045,0.0,84.0,30.0,21.0,54.0,75.0,186.0,19.5,73.0,12.0,2023,4,24,23,2.37,28.0
1143.48,8.674,3,50.5182225,-84.8088941,8.674,2023-04-24 23:42:12,55.39999999999998,5.0,,13.0,55.39999999999998,0.0,83.0,30.0,21.0,56.0,75.5,181.0,20.5,72.0,12.0,2023,4,24,23,2.37,28.0
1152.31,8.754,3,50.5181349,-84.8088459,8.754,2023-04-24 23:42:13,55.60000000000002,5.0,,13.0,55.60000000000002,0.0,81.0,31.0,21.5,55.0,76.0,193.0,22.0,73.5,12.0,2023,4,24,23,2.37,28.0
1161.07,8.762,3,50.5180481,-84.8088002,8.762,2023-04-24 23:42:14,55.60000000000002,5.0,,13.0,55.60000000000002,0.0,77.0,31.0,22.0,64.0,78.0,163.0,20.5,71.0,12.0,2023,4,24,23,2.37,28.0
1170.58,9.293,3,50.5179515,-84.808762,9.293,2023-04-24 23:42:15,55.60000000000002,5.0,,13.0,55.60000000000002,0.0,80.0,31.0,21.0,70.0,77.0,154.0,16.5,62.0,12.0,2023,4,24,23,2.37,28.0
1179.33,8.868,3,50.517862,-84.8087327,8.868,2023-04-24 23:42:16,55.799999999999955,5.0,,13.0,55.799999999999955,0.0,64.0,31.0,20.5,51.0,76.0,136.0,12.0,53.0,12.0,2023,4,24,23,2.37,28.0
1185.7,7.04,3,50.5177935,-84.8087338,7.04,2023-04-24 23:42:17,56.0,5.0,,13.0,56.0,0.0,42.0,31.0,21.0,50.0,76.5,117.0,12.0,54.0,12.0,2023,4,24,23,2.37,28.0
1191.37,6.009,3,50.5177475,-84.8087854,6.009,2023-04-24 23:42:18,56.200000000000045,5.0,,13.0,56.200000000000045,0.0,20.0,31.0,21.5,49.0,77.5,98.0,13.5,57.5,12.0,2023,4,24,23,2.37,28.0
1195.74,4.78,3,50.5177172,-84.8088349,4.78,2023-04-24 23:42:19,56.39999999999998,5.0,,13.0,56.39999999999998,0.0,0.0,31.0,22.0,48.0,78.5,0.0,15.0,61.0,12.0,2023,4,24,23,2.37,28.0
1199.12,3.74,3,50.5176935,-84.8088733,3.74,2023-04-24 23:42:20,56.39999999999998,5.0,,13.0,56.39999999999998,0.0,0.0,31.0,22.5,46.0,79.5,0.0,16.5,64.5,12.0,2023,4,24,23,2.37,28.0
1199.84,1.158,3,50.5177308,-84.8089776,1.158,2023-04-24 23:42:27,56.799999999999955,5.0,,13.0,56.799999999999955,0.0,20.0,31.0,25.5,38.0,86.0,21.0,26.5,89.0,12.0,2023,4,24,23,2.37,28.0
1201.92,2.174,3,50.5177519,-84.8089961,2.174,2023-04-24 23:42:28,56.799999999999955,5.0,,13.0,56.799999999999955,0.0,38.0,31.0,24.5,45.0,85.0,59.0,27.5,91.5,12.0,2023,4,24,23,2.37,28.0
1204.35,2.367,3,50.5177747,-84.8090143,2.367,2023-04-24 23:42:29,56.799999999999955,5.0,,13.0,56.799999999999955,0.0,43.0,31.0,19.5,52.0,79.0,70.0,27.5,91.0,12.0,2023,4,24,23,2.37,28.0
1206.49,2.209,3,50.5177936,-84.8090251,2.209,2023-04-24 23:42:30,57.0,5.0,,13.0,57.0,0.0,34.0,31.0,16.0,50.0,56.0,65.0,26.5,82.5,12.0,2023,4,24,23,2.37,28.0
1206.95,0.466,3,50.5178047,-84.8090343,0.466,2023-04-24 23:42:31,57.0,5.0,,13.0,57.0,0.0,22.0,31.0,,48.0,,55.0,,,12.0,2023,4,24,23,2.37,28.0
1206.95,0.0,3,50.5178102,-84.8090291,0.0,2023-04-24 23:42:32,57.0,5.0,,13.0,57.0,0.0,11.0,31.0,,46.0,,46.0,,,12.0,2023,4,24,23,2.37,28.0
1206.95,0.0,3,50.5178112,-84.8090342,0.0,2023-04-24 23:42:33,57.0,5.0,,13.0,57.0,0.0,0.0,31.0,,,,0.0,,,12.0,2023,4,24,23,2.37,28.0
1206.95,0.0,3,50.5178112,-84.8090362,0.0,2023-04-24 23:42:34,57.0,5.0,,13.0,57.0,0.0,0.0,31.0,,,,0.0,,,12.0,2023,4,24,23,2.37,28.0
1206.95,0.0,2,50.5178112,-84.8090362,0.0,2023-04-24 23:42:35,57.200000000000045,5.0,,13.0,57.200000000000045,0.0,0.0,31.0,,,,0.0,,,12.0,2023,4,24,23,2.37,28.0
1206.95,5.507,2,50.5177354,-84.8089929,5.507,2023-04-24 23:44:04,57.200000000000045,5.0,,13.0,57.200000000000045,0.0,26.0,31.0,22.5,,91.5,45.0,14.5,67.5,11.0,2023,4,24,23,2.37,28.0
1210.23,5.269,2,50.5176831,-84.8089744,5.269,2023-04-24 23:44:05,57.200000000000045,5.0,,13.0,57.200000000000045,0.0,37.0,31.0,26.0,,93.5,93.0,21.5,82.5,11.0,2023,4,24,23,2.37,28.0
1214.36,4.391,2,50.5176383,-84.8089798,4.391,2023-04-24 23:44:06,57.200000000000045,5.0,,13.0,57.200000000000045,0.0,57.0,31.0,29.5,,96.0,121.0,28.0,97.0,11.0,2023,4,24,23,2.37,28.0
1218.0,3.842,2,50.5176038,-84.8090034,3.842,2023-04-24 23:44:07,57.200000000000045,5.0,,13.0,57.200000000000045,0.0,76.0,31.0,22.0,66.0,78.5,122.0,21.0,73.5,11.0,2023,4,24,23,2.37,28.0
1221.47,3.56,2,50.5175828,-84.8090451,3.56,2023-04-24 23:44:08,57.200000000000045,5.0,,13.0,57.200000000000045,0.0,84.0,32.0,20.5,68.0,75.5,120.0,18.5,66.0,11.0,2023,4,24,23,2.37,28.0
1225.01,3.543,2,50.5175827,-84.8090905,3.543,2023-04-24 23:44:09,57.200000000000045,5.0,,13.0,57.200000000000045,0.0,81.0,32.0,22.0,62.0,79.5,132.0,19.0,68.0,11.0,2023,4,24,23,2.37,28.0
1228.87,3.782,2,50.5175873,-84.8091507,3.782,2023-04-24 23:44:10,57.200000000000045,5.0,,13.0,57.200000000000045,0.0,79.0,32.0,23.5,58.0,81.5,129.0,18.5,67.0,11.0,2023,4,24,23,2.37,28.0
1233.2,4.202,2,50.5175954,-84.8092142,4.202,2023-04-24 23:44:11,57.200000000000045,5.0,,13.0,57.200000000000045,0.0,80.0,32.0,23.5,61.0,76.0,121.0,15.0,55.0,11.0,2023,4,24,23,2.37,28.0
1237.7,4.423,2,50.5176117,-84.8092707,4.423,2023-04-24 23:44:12,57.200000000000045,5.0,,13.0,57.200000000000045,0.0,82.0,32.0,17.5,64.0,58.0,84.0,13.5,48.5,11.0,2023,4,24,23,2.37,28.0
1241.73,4.14,2,50.5176298,-84.809325,4.14,2023-04-24 23:44:13,57.39999999999998,5.0,,13.0,57.39999999999998,0.0,83.0,32.0,15.0,69.0,49.0,71.0,12.5,44.0,11.0,2023,4,24,23,2.37,28.0
1245.63,3.947,3,50.5176445,-84.8093798,3.947,2023-04-24 23:44:14,57.39999999999998,5.0,,13.0,57.39999999999998,0.0,82.0,32.0,13.5,68.0,44.5,59.0,11.5,40.0,11.0,2023,4,24,23,2.37,28.0
1249.34,3.767,3,50.5176615,-84.8094266,3.767,2023-04-24 23:44:15,57.39999999999998,5.0,,13.0,57.39999999999998,0.0,76.0,32.0,12.5,54.0,40.0,50.0,10.5,36.5,11.0,2023,4,24,23,2.37,28.0
1252.92,3.618,3,50.5176801,-84.809473,3.618,2023-04-24 23:44:16,57.39999999999998,5.0,,13.0,57.39999999999998,0.0,65.0,32.0,11.5,42.0,35.0,41.0,9.0,32.5,11.0,2023,4,24,23,2.37,28.0
1256.8,3.83,3,50.5176981,-84.8095253,3.83,2023-04-24 23:44:17,57.39999999999998,5.0,,13.0,57.39999999999998,0.0,57.0,32.0,8.5,97.0,,23.0,6.5,,11.0,2023,4,24,23,2.37,28.0
1260.86,4.0,3,50.5177128,-84.8095801,4.0,2023-04-24 23:44:18,57.39999999999998,5.0,,13.0,57.39999999999998,0.0,54.0,32.0,5.5,,,7.0,4.5,,11.0,2023,4,24,23,2.37,28.0
1264.67,3.858,3,50.5177265,-84.8096276,3.858,2023-04-24 23:44:19,57.39999999999998,5.0,,13.0,57.39999999999998,0.0,51.0,32.0,2.5,,,0.0,2.0,,11.0,2023,4,24,23,2.37,28.0
1268.47,3.818,3,50.5177437,-84.8096803,3.818,2023-04-24 23:44:20,57.39999999999998,5.0,,13.0,57.39999999999998,0.0,49.0,32.0,0.0,,,0.0,0.0,,11.0,2023,4,24,23,2.37,28.0
1272.51,3.981,3,50.5177727,-84.8097276,3.981,2023-04-24 23:44:21,57.39999999999998,5.0,,13.0,57.39999999999998,0.0,46.0,32.0,0.0,,,0.0,0.0,,11.0,2023,4,24,23,2.37,28.0
1276.7,4.131,3,50.5178011,-84.8097733,4.131,2023-04-24 23:44:22,57.39999999999998,5.0,,13.0,57.39999999999998,0.0,37.0,32.0,0.0,,,0.0,0.0,,11.0,2023,4,24,23,2.37,28.0
1281.3,4.502,3,50.5178424,-84.8098112,4.502,2023-04-24 23:44:23,57.39999999999998,5.0,,13.0,57.39999999999998,0.0,25.0,32.0,0.5,,,0.0,0.5,,11.0,2023,4,24,23,2.37,28.0
1286.39,4.93,3,50.5178918,-84.8098406,4.93,2023-04-24 23:44:24,57.39999999999998,5.0,,13.0,57.39999999999998,0.0,13.0,32.0,1.5,,,0.0,2.0,,11.0,2023,4,24,23,2.37,28.0
1290.89,4.604,3,50.5179382,-84.8098607,4.604,2023-04-24 23:44:25,57.39999999999998,5.0,,13.0,57.39999999999998,0.0,1.0,32.0,2.5,,,0.0,3.0,,11.0,2023,4,24,23,2.37,28.0
1294.89,4.15,3,50.5179767,-84.8098863,4.15,2023-04-24 23:44:26,57.39999999999998,5.0,,13.0,57.39999999999998,0.0,0.0,32.0,3.5,,,0.0,4.0,,11.0,2023,4,24,23,2.37,28.0
1298.79,3.962,3,50.5180167,-84.8099063,3.962,2023-04-24 23:44:27,57.39999999999998,5.0,,13.0,57.39999999999998,0.0,0.0,32.0,4.5,,,0.0,5.0,,11.0,2023,4,24,23,2.37,28.0
1301.98,3.375,3,50.5180468,-84.8099245,3.375,2023-04-24 23:44:28,57.39999999999998,5.0,,13.0,57.39999999999998,0.0,0.0,32.0,5.5,,,0.0,6.0,,11.0,2023,4,24,23,2.37,28.0
1304.09,2.435,3,50.5180596,-84.8099499,2.435,2023-04-24 23:44:29,57.39999999999998,5.0,,13.0,57.39999999999998,0.0,0.0,32.0,6.5,,,0.0,7.0,,11.0,2023,4,24,23,2.37,28.0
1306.12,2.133,2,50.5180615,-84.8099772,2.133,2023-04-24 23:44:30,57.39999999999998,5.0,,13.0,57.39999999999998,0.0,0.0,32.0,7.5,,,0.0,8.0,,11.0,2023,4,24,23,2.37,28.0
1308.34,2.192,2,50.5180507,-84.8100045,2.192,2023-04-24 23:44:31,57.39999999999998,5.0,,13.0,57.39999999999998,0.0,0.0,32.0,8.5,,,0.0,9.0,,11.0,2023,4,24,23,2.37,28.0
1310.23,1.967,2,50.5180479,-84.8100319,1.967,2023-04-24 23:44:32,57.39999999999998,5.0,,13.0,57.39999999999998,0.0,0.0,32.0,9.5,,,0.0,10.0,,11.0,2023,4,24,23,2.37,28.0
1311.92,1.76,2,50.5180479,-84.8100592,1.76,2023-04-24 23:44:33,57.39999999999998,5.0,,13.0,57.39999999999998,0.0,0.0,32.0,10.5,,,0.0,11.0,,11.0,2023,4,24,23,2.37,28.0
1313.23,1.438,2,50.5180586,-84.8100719,1.438,2023-04-24 23:44:34,57.200000000000045,5.0,,13.0,57.200000000000045,0.0,0.0,32.0,11.5,,,0.0,12.5,,11.0,2023,4,24,23,2.37,28.0
1313.5,0.29,2,50.5180651,-84.8100739,0.29,2023-04-24 23:44:35,57.200000000000045,5.0,,13.0,57.200000000000045,0.0,0.0,32.0,12.5,,,0.0,13.5,,11.0,2023,4,24,23,2.37,28.0
1313.5,0.0,2,50.5180661,-84.8100739,0.0,2023-04-24 23:44:36,57.200000000000045,5.0,,13.0,57.200000000000045,0.0,0.0,32.0,13.5,,,0.0,14.5,,11.0,2023,4,24,23,2.37,28.0
1313.5,0.0,2,50.5180661,-84.8100739,0.0,2023-04-24 23:44:37,57.39999999999998,5.0,,13.0,57.39999999999998,0.0,0.0,32.0,14.5,,,0.0,15.5,,11.0,2023,4,24,23,2.37,28.0
1318.44,3.705,2,50.5180696,-84.810145,3.705,2023-04-24 23:44:38,57.200000000000045,5.0,,13.0,57.200000000000045,0.0,34.0,32.0,15.5,,76.5,6.0,16.5,57.0,11.0,2023,4,24,23,2.37,28.0
1322.11,3.669,2,50.5180634,-84.8101936,3.669,2023-04-24 23:44:39,57.200000000000045,5.0,,13.0,57.200000000000045,0.0,42.0,32.0,19.0,78.0,88.0,73.0,18.5,62.5,11.0,2023,4,24,23,2.37,28.0
1324.86,2.979,2,50.5180543,-84.81023,2.979,2023-04-24 23:44:40,57.200000000000045,5.0,,13.0,57.200000000000045,0.0,47.0,33.0,25.0,57.0,99.5,121.0,21.5,68.0,11.0,2023,4,24,23,2.37,28.0
1327.52,2.75,2,50.5180417,-84.8102662,2.75,2023-04-24 23:44:41,57.200000000000045,5.0,,13.0,57.200000000000045,0.0,50.0,33.0,12.5,35.0,70.0,132.0,28.5,81.5,11.0,2023,4,24,23,2.37,28.0
1329.57,2.219,2,50.5180316,-84.8102955,2.219,2023-04-24 23:44:42,57.200000000000045,5.0,,13.0,57.200000000000045,0.0,44.0,33.0,13.5,40.0,57.0,125.0,25.5,75.5,11.0,2023,4,24,23,2.37,28.0
1330.74,1.443,2,50.5180297,-84.8103156,1.443,2023-04-24 23:44:43,57.200000000000045,5.0,,13.0,57.200000000000045,0.0,31.0,33.0,,45.0,,113.0,,,11.0,2023,4,24,23,2.37,28.0
1330.96,0.265,2,50.5180297,-84.8103268,0.265,2023-04-24 23:44:44,57.200000000000045,5.0,,13.0,57.200000000000045,0.0,17.0,33.0,,,,101.0,,,11.0,2023,4,24,23,2.37,28.0
1330.96,0.0,3,50.518026,-84.8103215,0.0,2023-04-24 23:44:45,57.200000000000045,5.0,,13.0,57.200000000000045,0.0,4.0,33.0,,,,0.0,,,11.0,2023,4,24,23,2.37,28.0
1330.96,0.0,3,50.5180251,-84.8103196,0.0,2023-04-24 23:44:46,57.200000000000045,5.0,,13.0,57.200000000000045,0.0,0.0,33.0,,,,0.0,,,11.0,2023,4,24,23,2.37,28.0
1330.96,0.0,3,50.5180251,-84.8103196,0.0,2023-04-24 23:44:47,57.200000000000045,5.0,,13.0,57.200000000000045,0.0,0.0,33.0,,,,0.0,,,11.0,2023,4,24,23,2.37,28.0
1330.96,0.0,1,50.5180251,-84.8103196,0.0,2023-04-24 23:44:48,57.200000000000045,5.0,,13.0,57.200000000000045,0.0,0.0,33.0,,,,0.0,,,11.0,2023,4,24,23,2.37,28.0
1330.96,0.0,1,50.5180251,-84.8103196,0.0,2023-04-24 23:44:49,57.200000000000045,5.0,,13.0,57.200000000000045,0.0,0.0,33.0,,,,0.0,,,11.0,2023,4,24,23,2.37,28.0
1330.96,0.0,1,50.5180251,-84.8103196,0.0,2023-04-24 23:44:50,57.200000000000045,5.0,,13.0,57.200000000000045,0.0,0.0,33.0,,,,0.0,,,11.0,2023,4,24,23,2.37,28.0
1330.96,0.0,2,50.5180251,-84.8103196,0.0,2023-04-24 23:44:51,57.200000000000045,5.0,,13.0,57.200000000000045,0.0,0.0,33.0,,,,0.0,,,11.0,2023,4,24,23,2.37,28.0
1330.96,0.0,2,50.5180251,-84.8103196,0.0,2023-04-24 23:44:52,57.200000000000045,5.0,,13.0,57.200000000000045,0.0,0.0,33.0,,,,0.0,,,11.0,2023,4,24,23,2.37,28.0
1330.96,0.0,2,50.5180251,-84.8103196,0.0,2023-04-24 23:44:53,57.200000000000045,5.0,,13.0,57.200000000000045,0.0,0.0,33.0,,,,0.0,,,11.0,2023,4,24,23,2.37,28.0
